id	taxonID	acceptedNameUsageID	scientificName	acceptedNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	genus	specificEpithet	infraspecificEpithet	taxonRank	scientificNameAuthorship	taxonomicStatus	taxonRemarks	modified	language	license	rightsHolder	accessRights	datasetName
1331	1331	822	Rhabdoweisia denticulata	Rhabdoweisia crispata (Dicks. ex With.) Lindb.														(Brid.) Bruch, Schimp. & W. Gümbel	Synonyme		2014-12-03					
1332	1332	851	Grimmia agassizii	Schistidium agassizii Sull. & Lesq.														(Sull. & Lesq. in Sull.) Jaeg.	Synonyme		2014-12-03					
1333	1333	852	Grimmia apocarpa	Schistidium apocarpum (Hedw.) Bruch & Schimp.														Hedw.	Synonyme		2014-12-03					
1334	1334	855	Grimmia apocarpa var. canadensis	Schistidium canadense (Dupret) Ignatova & H.H. Blom														Dupret	Synonyme		2014-12-02					
1335	1335	855	Schistidium apocarpum subsp. canadense	Schistidium canadense (Dupret) Ignatova & H.H. Blom														(Dupret) H.H. Blom ex Allen & Pursell	Synonyme		2014-12-02					
1336	1336	859	Grimmia alpicola var. dupretii	Schistidium dupretii (Thér.) W.A. Weber														(Thér.) Crum	Synonyme		2014-12-02					
1337	1337	859	Schistidium apocarpum var. dupretii	Schistidium dupretii (Thér.) W.A. Weber														(Thér.) Wijk & Marg.	Synonyme		2014-12-02					
1338	1338	859	Grimma apocarpa var. dupretii	Schistidium dupretii (Thér.) W.A. Weber														(Thér.) Sayre	Synonyme		2014-12-02					
1339	1339	859	Grimmia dupretii	Schistidium dupretii (Thér.) W.A. Weber														Thér.	Synonyme		2014-12-03					
1340	1340	865	Grimmia maritima	Schistidium maritimum (Turner ex Robt. Scott) Bruch & Schimp.														Turn. ex R. Scott	Synonyme		2014-12-03					
1341	1341	868	Grimmia alpicola var. rivularis	Schistidium rivulare (Brid.) Podp.														(Brid.) Wahlenb.	Synonyme		2014-12-02					
1342	1342	868	Grimmia pseudorivularis subsp. lancifolia	Schistidium rivulare (Brid.) Podp.														Kindb. 	Synonyme		2014-12-02					
1343	1343	872	Grimmia latifolia	Schistidium viride H.H. Blom & C. Darigo														Brid., nom. illeg. non (Schwägr.) F. Weber & D. Mohr	Synonyme		2014-12-03					
1344	1344	889	Sphagnum imbricatum var. affine	Sphagnum affine Renauld & Cardot														(Renauld & Cardot) Warnst.	Synonyme		2014-12-02					
1345	1345	889	Sphagnum imbricatum var. laeve	Sphagnum affine Renauld & Cardot														Warnst.	Synonyme		2014-12-02					
1346	1346	889	Sphagnum imbricatum subsp. affine	Sphagnum affine Renauld & Cardot														(Renauld & Cardot) Flatberg	Synonyme		2014-12-23					
1347	1347	890	Sphagnum nemoreum var. angermanicum	Sphagnum angermanicum Melin														(Melin) Ronning	Synonyme		2014-12-02					
1348	1348	891	Sphagnum amblyphyllum var. parviflorum	Sphagnum angustifolium (Warnst.) C.E.O. Jensen														(Sendt.) Warnst.	Synonyme		2014-12-02					
1349	1349	891	Sphagnum flexuosum var. tenue	Sphagnum angustifolium (Warnst.) C.E.O. Jensen														(H. Klingg.) Pilous	Synonyme		2014-12-02					
1350	1350	891	Sphagnum recurvum var. parvifolium	Sphagnum angustifolium (Warnst.) C.E.O. Jensen														Warnst.	Synonyme		2014-12-02					
1351	1351	891	Sphagnum recurvum var. tenue	Sphagnum angustifolium (Warnst.) C.E.O. Jensen														H. Klinggr.	Synonyme		2014-12-02					
1352	1352	891	Sphagnum fallax var. angustifolium	Sphagnum angustifolium (Warnst.) C.E.O. Jensen														(Warnst.) Nyholm	Synonyme		2014-12-02					
1353	1353	891	Sphagnum parvifolium	Sphagnum angustifolium (Warnst.) C.E.O. Jensen														(Warnst.) Warnst.	Synonyme		2014-12-03					
1354	1354	895	Sphagnum cymbifolium var. austinii	Sphagnum austinii Sull.														(Sull.) Warnst.	Synonyme		2014-12-02					
1355	1355	895	Sphagnum cymbifolium subsp. austinii	Sphagnum austinii Sull.														(Sull.) J. Cardot	Synonyme		2014-12-02					
1356	1356	895	Sphagnum imbricatum subsp. austinii	Sphagnum austinii Sull.														(Sull.) Flatberg	Synonyme		2014-12-02					
1357	1357	896	Sphagnum recurvum subsp. balticum	Sphagnum balticum (Russow) C.E.O. Jensen														Russow	Synonyme		2014-12-02					
1358	1358	897	Sphagnum nemoreum	Sphagnum capillifolium (Ehrh.) Hedw.														Scopoli	Synonyme		2014-12-03					
1359	1359	897	Sphagnum acutifolium	Sphagnum capillifolium (Ehrh.) Hedw.														Schrader	Synonyme		2014-12-03					
1360	1360	897	Sphagnum capillaceum	Sphagnum capillifolium (Ehrh.) Hedw.														(Weiss) Schrank	Synonyme		2014-12-03					
1361	1361	898	Sphagnum palustre subsp. intermedium	Sphagnum centrale C.E.O. Jensen														Russow	Synonyme		2014-12-02					
1362	1362	898	Sphagnum subbicolor	Sphagnum centrale C.E.O. Jensen														Hampe	Synonyme		2014-12-03					
1363	1363	899	Sphagnum compactum var. imbricatum	Sphagnum compactum Lam. & DC.														Warnst.	Synonyme		2014-12-02					
1364	1364	899	Sphagnum rigidum	Sphagnum compactum Lam. & DC.														(Nees & Hornsch.) Schimp.	Synonyme		2014-12-03					
1365	1365	900	Sphagnum fimbriatum subsp. concinnum	Sphagnum concinnum (Berggr.) Flatberg														(Berggr.) K.I. Flatberg & Frisvoll	Synonyme		2014-12-02					
1366	1366	902	Sphagnum cuspidatum var. plumosum	Sphagnum cuspidatum Ehrh. ex Hoffm.														Nees & Hornsch.	Synonyme		2014-12-02					
1367	1367	902	Sphagnum cuspidatum var. plumulosum	Sphagnum cuspidatum Ehrh. ex Hoffm.														Schimp.	Synonyme		2014-12-02					
1368	1368	902	Sphagnum faxonii	Sphagnum cuspidatum Ehrh. ex Hoffm.														Warnst.	Synonyme		2014-12-03					
1369	1369	902	Sphagnum virginianum	Sphagnum cuspidatum Ehrh. ex Hoffm.														Warnst.	Synonyme		2014-12-03					
1370	1370	903	Sphagnum cuspidatum var. fallax	Sphagnum fallax H. Klinggr.														H. Klinggr.	Synonyme		2014-12-02					
1371	1371	903	Sphagnum flexuosum var. fallax	Sphagnum fallax H. Klinggr.														(H. Klinggr.) A.J.E. Smith	Synonyme		2014-12-03					
1372	1372	903	Sphagnum recurvum var. brevifolium	Sphagnum fallax H. Klinggr.														(Braithw.) Warnst.	Synonyme		2014-12-02					
1373	1373	903	Sphagnum recurvum var. fallax	Sphagnum fallax H. Klinggr.														(H. Klinng.) H.K.G. Paul	Synonyme		2014-12-02					
1374	1374	903	Sphagnum recurvum var. mucronatum	Sphagnum fallax H. Klinggr.														(Russow) Warnst.	Synonyme		2014-12-02					
1375	1375	903	Sphagnum recurvum subsp. mucronatum	Sphagnum fallax H. Klinggr.														Russow	Synonyme		2014-12-02					
1376	1376	903	Sphagnum apiculatum	Sphagnum fallax H. Klinggr.														H. Lindb.	Synonyme		2014-12-03					
1377	1377	903	Sphagnum mucronatum	Sphagnum fallax H. Klinggr.														(Russow) Zickendrath	Synonyme		2014-12-03					
1378	1378	904	Sphagnum bolanderi	Sphagnum fimbriatum Wilson														Warnst.	Synonyme		2014-12-03					
1379	1379	905	Sphagnum acutifolium var. flavicomans	Sphagnum flavicomans (Cardot) Warnst.														Cardot	Synonyme		2014-12-02					
1380	1380	905	Sphagnum plumulosum var. flavicomans	Sphagnum flavicomans (Cardot) Warnst.														(Cardot) A.L. Andrews	Synonyme		2014-12-02					
1381	1381	905	Sphagnum subnitens var. flavicomans	Sphagnum flavicomans (Cardot) Warnst.														(Cardot) Warnst.	Synonyme		2014-12-02					
1382	1382	905	Sphagnum subnitens var. obscurum	Sphagnum flavicomans (Cardot) Warnst.														Warnst.	Synonyme		2014-12-02					
1383	1383	905	Sphagnum subnitens var. viride	Sphagnum flavicomans (Cardot) Warnst.														Warnst.	Synonyme		2014-12-02					
1384	1384	906	Sphagnum flexuosum var. ramosissimum	Sphagnum flexuosum Dozy & Molk.														R.E. Andrus	Synonyme		2014-12-02					
1385	1385	906	Sphagnum flexuosum var. recurvum	Sphagnum flexuosum Dozy & Molk.														Dozy & Molk.	Synonyme		2014-12-02					
1386	1386	906	Sphagnum recurvum var. amblyphyllum	Sphagnum flexuosum Dozy & Molk.														(Russow) Warnst.	Synonyme		2014-12-02					
1387	1387	906	Sphagnum fallax var. flexuosum	Sphagnum flexuosum Dozy & Molk.														(Dozy & Molk.) Nyholm	Synonyme		2014-12-02					
1388	1388	906	Sphagnum recurvum subsp. amblyphyllum	Sphagnum flexuosum Dozy & Molk.														Russow	Synonyme		2014-12-03					
1389	1389	906	Sphagnum amblyphyllum	Sphagnum flexuosum Dozy & Molk.														(Russow) Warnst.	Synonyme		2014-12-03					
1390	1390	907	Sphagnum acutifolium var. fuscum	Sphagnum fuscum (Schimp.) H. Klinggr.														Schimp.	Synonyme		2014-12-02					
1391	1391	907	Sphagnum fuscum var. fuscescens	Sphagnum fuscum (Schimp.) H. Klinggr.														Warnst.	Synonyme		2014-12-02					
1392	1392	907	Sphagnum tenuifolium	Sphagnum fuscum (Schimp.) H. Klinggr.														Warnst.	Synonyme		2014-12-03					
1393	1393	909	Sphagnum annulatum var. porosum	Sphagnum jensenii H. Lindb.														(Warnst.) W.S.G. Maass	Synonyme		2014-12-02					
1394	1394	910	Sphagnum lindbergii var. microphyllum	Sphagnum lenense H. Lindb. ex L.I. Savicz														Warnst.	Synonyme		2014-12-02					
1395	1395	914	Sphagnum dusenii	Sphagnum majus (Russow) C.E.O. Jensen subsp. majus														(C.E.O. Jensen) Russow & Warnst.	Synonyme		2014-12-03					
1396	1396	914	Sphagnum cuspidatum var. majus	Sphagnum majus (Russow) C.E.O. Jensen subsp. majus														Russow	Synonyme		2014-12-02					
1397	1397	920	Sphagnum cymbifolium	Sphagnum palustre L.														(Ehrh.) Hedw.	Synonyme		2014-12-03					
1398	1398	921	Sphagnum cymbifolium var. papillosum	Sphagnum papillosum Lindb.														Schimp.	Synonyme		2014-12-02					
1399	1399	921	Sphagnum papillosum var. laeve	Sphagnum papillosum Lindb.														Warnst.	Synonyme		2014-12-02					
1400	1400	921	Sphagnum papillosum var. sublaeve	Sphagnum papillosum Lindb.														Röll	Synonyme		2014-12-02					
1401	1401	921	Sphagnum waghornei	Sphagnum papillosum Lindb.														Warnst.	Synonyme		2014-12-03					
1402	1402	923	Sphagnum subsecundum var. platyphyllum	Sphagnum platyphyllum (Lindb.) Warnst.														(Lindb.) Cardot 	Synonyme		2014-12-02					
1403	1403	923	Sphagnum contortum var. platyphyllum	Sphagnum platyphyllum (Lindb.) Warnst.														Warnst.	Synonyme		2014-12-02					
1404	1404	923	Sphagnum grasslii	Sphagnum platyphyllum (Lindb.) Warnst.														H.A. Crum	Synonyme		2014-12-03					
1405	1405	925	Sphagnum pylaesii var. austinii	Sphagnum pylaesii Brid.														(Husn.) Warnst.	Synonyme		2014-12-02					
1406	1406	925	Sphagnum pylaesii var. prostratum	Sphagnum pylaesii Brid.														(Brid.) Cardot	Synonyme		2014-12-02					
1407	1407	925	Sphagnum pylaesii var. ramosum	Sphagnum pylaesii Brid.														Warnst.	Synonyme		2014-12-02					
1408	1408	925	Sphagnum sedoides var. austinii	Sphagnum pylaesii Brid.														Husn.	Synonyme		2014-12-02					
1409	1409	925	Sphagnum sedoides var. prostratum	Sphagnum pylaesii Brid.														Brid.	Synonyme		2014-12-02					
1410	1410	925	Sphagnum sedoides	Sphagnum pylaesii Brid.														Brid.	Synonyme		2014-12-03					
1411	1411	925	Hemitheca pylaesii	Sphagnum pylaesii Brid.														Brid.	Synonyme		2014-12-03					
1412	1412	926	Sphagnum acutifolium var. quinquefarium	Sphagnum quinquefarium (Lindb.) Warnst.														Braithw.	Synonyme		2014-12-02					
1413	1413	926	Sphagnum schofieldii	Sphagnum quinquefarium (Lindb.) Warnst.														H.A. Crum	Synonyme		2014-12-03					
1414	1414	928	Sphagnum capillifolium var. tenellum	Sphagnum rubellum Wilson														(Schimp.) H.A. Crum	Synonyme		2014-12-02					
1415	1415	928	Sphagnum acutifolium var. tenellum	Sphagnum rubellum Wilson														Schimp.	Synonyme		2014-12-02					
1416	1416	928	Sphagnum capillaceum var. tenellum	Sphagnum rubellum Wilson														(Schimp.) A.L. Andrews	Synonyme		2014-12-02					
1417	1417	928	Sphagnum rubellum var. rubescens	Sphagnum rubellum Wilson														Warnst.	Synonyme		2014-12-02					
1418	1418	928	Sphagnum andersonianum	Sphagnum rubellum Wilson														R.E. Andrus	Synonyme		2014-12-03					
1419	1419	930	Sphagnum acutifolium var. robustum	Sphagnum russowii Warnst.														Russow	Synonyme		2014-12-02					
1420	1420	930	Sphagnum robustum	Sphagnum russowii Warnst.														(Warnst.) Röll	Synonyme		2014-12-03					
1421	1421	931	Sphagnum semisquarrosum	Sphagnum squarrosum Crome														(Russow) Lepage	Synonyme		2014-12-03					
1422	1422	932	Sphagnum imbricatum var. arcticum	Sphagnum steerei R.E. Andrus														Flatberg	Synonyme		2014-12-02					
1423	1423	933	Sphagnum nitidum	Sphagnum subfulvum Sjörs														Warnst.	Synonyme		2014-12-03					
1424	1424	934	Sphagnum crispum	Sphagnum subsecundum Nees														R.E. Andrus	Synonyme		2014-12-03					
1425	1425	935	Sphagnum molluscum	Sphagnum tenellum (Brid.) Brid.														Bruch	Synonyme		2014-12-03					
1426	1426	936	Sphagnum capillifolium var. tenerum	Sphagnum tenerum Sull. & Lesq. ex Sull.														H.A. Crum	Synonyme		2014-12-02					
1427	1427	936	Sphagnum capillaceum var. tenerum	Sphagnum tenerum Sull. & Lesq. ex Sull.														H.A. Crum	Synonyme		2014-12-02					
1428	1428	937	Sphagnum teres var. imbricatum	Sphagnum teres (Schimp.) Ångström														(Schimp.) Warnst.	Synonyme		2014-12-02					
1429	1429	938	Sphagnum cuspidatum var. miquelonense	Sphagnum torreyanum Sull.														(Renauld & Cardot) Renauld & Cardot	Synonyme		2014-12-02					
1430	1430	938	Sphagnum cuspidatum var. torreyi	Sphagnum torreyanum Sull.														Braithw.	Synonyme		2014-12-02					
1431	1431	938	Sphagnum laxifolium var. miquelonense	Sphagnum torreyanum Sull.														Renauld & Cardot	Synonyme		2014-12-02					
1432	1432	938	Sphagnum kearneyi	Sphagnum torreyanum Sull.														Warnst.	Synonyme		2014-12-03					
1433	1433	941	Sphagnum warnstorfianum	Sphagnum warnstorfii Russow														Du Rietz	Synonyme		2014-12-03					
1434	1434	945	Splachnum pennsylvanicum	Splachnum pensylvanicum (Brid.) Grout ex H.A. Crum														variante orthographique invalide	Synonyme	Variante orthographique	2015-01-27					
1435	1435	945	Tetraplodon pennsylvanicus	Splachnum pensylvanicum (Brid.) Grout ex H.A. Crum														(Brid.) Sayre	Synonyme		2014-12-03					
1436	1436	947	Splachnum ovatum	Splachnum sphaericum Hedw.														Hedw.	Synonyme		2014-12-03					
1437	1437	951	Calliergon stramineum	Straminergon stramineum (Dicks. ex Brid.) Hedenäs														(Dicks. ex Brid.) Kindb.	Synonyme		2014-12-03					
1438	1438	953	Tortula norvegica	Syntrichia norvegica F. Weber														(F. Weber) Lindb.	Synonyme		2014-12-03					
1439	1439	955	Tortula ruralis	Syntrichia ruralis (Hedw.) F. Weber & D. Mohr														(Hedw.) F. Weber & D. Mohr	Synonyme		2014-12-03					
1440	1440	960	Tayloria serrata var. tenuis	Tayloria serrata (Hedw.) Bruch & Schimp.														(Dicks.) Bruch & Schimp.	Synonyme		2014-12-02					
1441	1441	967	Tetraplodon bryoides var. cavifolius	Tetraplodon urceolatus (Hedw.) Bruch & Schimp.														(Schimp.) H. Möller	Synonyme		2014-12-02					
1442	1442	967	Tetraplodon mnioides var. cavifolius	Tetraplodon urceolatus (Hedw.) Bruch & Schimp.														Schimp.	Synonyme		2014-12-02					
1443	1443	967	Tetraplodon mnioides var. urceolatus	Tetraplodon urceolatus (Hedw.) Bruch & Schimp.														auct. plur.	Synonyme		2014-12-02					
1444	1444	972	Porotrichum alleghaniense	Thamnobryum alleghaniense (Müll. Hal.) Nieuwl.														(Müll. Hal.) Grout	Synonyme		2014-12-03					
1445	1445	979	Timmia austriaca var. arctica	Timmia austriaca Hedw.														(Kindb.) Arnell	Synonyme		2014-12-02					
1446	1446	979	Timmia austriaca var. brevifolia	Timmia austriaca Hedw.														Renauld & Cardot	Synonyme		2014-12-02					
1447	1447	979	Timmia austriaca var. papillosa	Timmia austriaca Hedw.														Hesselbo	Synonyme		2014-12-02					
1448	1448	979	Timmia arctica	Timmia austriaca Hedw.														Kindb.	Synonyme		2014-12-03					
1449	1449	980	Timmia megapolitana var. bavarica	Timmia megapolitana Hedw. subsp. bavarica (Hessl.) Brassard														(Hessler) Bridel	Synonyme	Infraspecific Epithet Authorship : (Hessl.) Brassard	2014-12-02					
1450	1450	980	Timmia bavarica	Timmia megapolitana Hedw. subsp. bavarica (Hessl.) Brassard														Hessler	Synonyme	Infraspecific Epithet Authorship : (Hessl.) Brassard	2014-12-03					
1451	1451	982	Timmia cucullata	Timmia megapolitana Hedw. subsp. megapolitana														Michaux	Synonyme		2014-12-03					
1452	1452	983	Timmia norvegica var. comata	Timmia norvegica J.E. Zetterst. var. excurrens Bryhn														(Lindb. & Arnell) H.A. Crum	Synonyme	Infraspecific Epithet Authorship : Bryhn	2014-12-02					
1453	1453	983	Timmia comata	Timmia norvegica J.E. Zetterst. var. excurrens Bryhn														Lindberg & Arnell	Synonyme	Infraspecific Epithet Authorship : Bryhn	2014-12-03					
1454	1454	985	Timmia norvegica var. crassiretis	Timmia sibirica Lindb. & Arnell														Hesselbo	Synonyme		2014-12-02					
1455	1455	988	Tortella tortuosa var. var. arctica	Tortella arctica (Arnell) Crundw. & Nyholm														(Arnold) Broth.	Synonyme		2014-12-02					
1456	1456	991	Tortella inclinatula	Tortella inclinata (R. Hedw.) Limpr.														Müll. Hal. & Kindb.	Synonyme		2014-12-03					
1457	1457	993	Desmatodon randii	Tortula cernua (Huebener) Lindb.														(Ken.) Laz.	Synonyme		2014-12-03					
1458	1458	993	Desmatodon cernuus	Tortula cernua (Huebener) Lindb.														Huebener	Synonyme		2014-12-03					
1459	1459	995	Desmatodon latifolius var. latifolius	Tortula hoppeana (Schultz) Ochyra														(Hedw.) Brid.	Synonyme		2014-12-02					
1460	1460	995	Desmatodon latifolius var. muticus	Tortula hoppeana (Schultz) Ochyra														(Brid.) Brid.	Synonyme		2014-12-02					
1461	1461	997	Desmatodon leucostoma	Tortula leucostoma (R. Br.) Hook. & Grev.														(R. Brown) Berggren	Synonyme		2014-12-03					
1462	1462	1001	Desmatodon porteri	Tortula porteri (James) Broth.														James	Synonyme		2014-12-03					
1463	1463	1003	Desmatodon systylius	Tortula systylia (Schimp.) Lindb.														Schimp.	Synonyme		2014-12-03					
1464	1464	1005	Pottia truncata	Tortula truncata (Hedw.) Mitt.														(Hedw.) Bruch & Schimp.	Synonyme		2014-12-03					
1465	1465	1008	Ditrichum cylindricum	Trichodon cylindricus (Hedw.) Schimp.														(Hedw.) Grout	Synonyme		2014-12-03					
1466	1466	1009	Trichostomum cuspidatissimum	Trichostomum arcticum Kaal.														Cardot & Thériot	Synonyme		2014-12-03					
1467	1467	1010	Oxystegus tenuirostris	Trichostomum tenuirostre (Hook. & Taylor) Lindb.														(Hook. & Taylor) A.J.E. Sm.	Synonyme		2014-12-03					
1468	1468	1010	Trichostomum cylindricum	Trichostomum tenuirostre (Hook. & Taylor) Lindb.														(Brid.) Müll. Hal.	Synonyme		2014-12-03					
1469	1469	1021	Weissia viridula	Weissia controversa Hedw.														Hedw.	Synonyme		2014-12-03					
1470	1470	1022	Astomum muhlenbergianum	Weissia muhlenbergiana (Sw.) W.D. Reese & B.A.E. Lemmon														(Sw.) Grout	Synonyme		2014-12-03					
1471	1471	1024	Astomum phascoides	Weissia phascopsis R.H. Zander														(Hook. ex Drumm.) Grout	Synonyme		2014-12-03					
1472	1472	270	Thuidium abietinum	Abietinella abietina (Hedw.) M. Fleisch.														(Hedw.) Schimp.	Synonyme		2014-12-03					
1473	1473	276	Amblystegium serpens var. juratzkanum	Amblystegium serpens (Hedw.) Schimp.														(Schimp.) Rau & Herv.	Synonyme		2014-12-02					
1474	1474	276	Amblystegium juratzkanum	Amblystegium serpens (Hedw.) Schimp.														Schimp.	Synonyme		2014-12-03					
1475	1475	281	Andreaea rupestris var. alpestris	Andreaea alpestris (Thed.) Schimp.														(Thed.) Sharp	Synonyme		2014-12-02					
1476	1476	289	Pohlia filiformis	Anomobryum julaceum (Schrad. ex G. Gaertn., B. Mey. & Scherb.) Schimp.														(Dicks.) A.L. Andrews	Synonyme		2014-12-03					
1477	1477	289	Anomobryum filiforme	Anomobryum julaceum (Schrad. ex G. Gaertn., B. Mey. & Scherb.) Schimp.														(Dicks.)  Husn.	Synonyme		2014-12-03					
1478	1478	309	Aulacomnium palustre var. congestum	Aulacomnium palustre (Hedw.) Schwägr.														Boulay	Synonyme		2014-12-02					
1479	1479	309	Aulacomnium palustre var. fasciculare	Aulacomnium palustre (Hedw.) Schwägr.														(Funck. ex Brid.) Bruch & Schimp.	Synonyme		2014-12-02					
1480	1480	309	Aulacomnium palustre var. imbricatum	Aulacomnium palustre (Hedw.) Schwägr.														Bruch & Schimp	Synonyme		2014-12-02					
1481	1481	309	Aulacomnium palustre var. polycephalum	Aulacomnium palustre (Hedw.) Schwägr.														(Brid.) Huebener	Synonyme		2014-12-02					
1482	1482	309	Mnium palustre	Aulacomnium palustre (Hedw.) Schwägr.														Hedw.	Synonyme		2014-12-03					
1483	1483	314	Bartramia pomiformis var. elongata	Bartramia pomiformis Hedw.														Turner	Synonyme		2014-12-02					
1484	1484	316	Brachythecium oxycladon	Brachythecium acuminatum (Hedw.) Austin														(Brid.) A. Jaeger	Synonyme		2014-12-03					
1485	1485	316	Chamberlainia acuminata	Brachythecium acuminatum (Hedw.) Austin														(Hedw.) Grout	Synonyme		2014-12-03					
1486	1486	316	Chamberlainia cyrtophylla	Brachythecium acuminatum (Hedw.) Austin														(Kindb.) Grout	Synonyme		2014-12-03					
1487	1487	318	Brachythecium albicans var. occidentale	Brachythecium albicans (Hedw.) Schimp.														Ren. & Card.	Synonyme		2014-12-02					
1488	1488	319	Brachythecium calcareum	Brachythecium campestre (Müll. Hal.) Schimp.														Kindb.	Synonyme		2014-12-03					
1489	1489	320	Sciuro-hypnum curtum	Brachythecium curtum (Lindb.) Limpr.														(Lindb.) Ignatov	Synonyme		2014-12-03					
1490	1490	322	Brachythecium oxycladon f. falcatum	Brachythecium falcatum (Grout) H.A. Crum														Grout	Synonyme		2014-12-02					
1491	1491	323	Sciuro-hypnum glaciale	Brachythecium glaciale Schimp.														(Schimp.) Ignatov & Huttunen	Synonyme		2014-12-03					
1492	1492	324	Brachythecium oxycladon var. dentatum	Brachythecium laetum (Brid.) Schimp.														(Lesq. & James) Grout	Synonyme		2014-12-02					
1493	1493	324	Brachythecium oxycladon	Brachythecium laetum (Brid.) Schimp.														auct. pl. non (Brid.) A. Jaeger	Synonyme		2014-12-03					
1494	1494	326	Brachythecium nelsonii	Brachythecium latifolium Kindb.														Grout	Synonyme		2014-12-03					
1495	1495	326	Sciuro-hypnum nelsonii	Brachythecium latifolium Kindb.														(Grout) Ochyra & Zarnowiec	Synonyme		2014-12-03					
1496	1496	326	Sciuro-hypnum latifolium	Brachythecium latifolium Kindb.														(Kindb.) Ignatov & Huttunen	Synonyme		2014-12-03					
1497	1497	327	Sciuro-hypnum plumosum	Brachythecium plumosum (Hedw.) Schimp.														(Hedw.) Ignatov & Huttunen	Synonyme		2014-12-03					
1498	1498	327	Brachythecium flagellare	Brachythecium plumosum (Hedw.) Schimp.														(Hedw.) Jenn.	Synonyme		2014-12-03					
1499	1499	328	Brachythecium populeum var. ovatum	Brachythecium populeum (Hedw.) Schimp.														Grout	Synonyme		2014-12-02					
1500	1500	328	Sciuro-hypnum populeum	Brachythecium populeum (Hedw.) Schimp.														(Hedw.) Ignatov & Huttunen	Synonyme		2014-12-03					
1501	1501	329	Sciuro-hypnum reflexum	Brachythecium reflexum (Starke) Schimp.														(Starke) Ignatov & Huttunen	Synonyme		2014-12-03					
1502	1502	333	Sciuro-hypnum starkei	Brachythecium starkei (Brid.) Schimp.														(Brid.) Ignatov & Huttunen	Synonyme		2014-12-03					
1503	1503	333	Brachythecium starkii	Brachythecium starkei (Brid.) Schimp.															Synonyme	Variante orthographique	2016-01-28					
1504	1504	335	Brachythecium intricatum	Brachythecium velutinum (Hedw.) Schimp.														(Schreb. ex Hedw.) Kindb.	Synonyme		2014-12-03					
1505	1505	335	Brachytheciastrum velutinum	Brachythecium velutinum (Hedw.) Schimp.														(Hedw.) Ignatov & Huttunen	Synonyme		2014-12-03					
1506	1506	336	Hypnum pratense	Breidleria pratensis (Koch ex Spruce) Loeske														W.D.J. Koch ex Spruce	Synonyme		2014-12-03					
1507	1507	338	Brotherella delicatula	Brotherella recurvans (Michx.) M. Fleisch.														(James)  M. Fleisch.	Synonyme		2014-12-03					
1508	1508	338	Pylaisiadelpha recurvans	Brotherella recurvans (Michx.) M. Fleisch.														(Michx.) W.R. Buck	Synonyme		2014-12-03					
1509	1509	340	Bryhnia graminicolor var. holzingeri	Koponeniella graminicolor (Brid.) Huttunen, Ignatov, Min Li & Y.F. Wang														(Ren. & Card.) Grout	Synonyme		2014-12-03					
1510	1510	343	Bryum pendulum	Bryum algovicum Sendtn. ex Müll. Hal.														Oeder ex Brid.	Synonyme		2014-12-03					
1511	1511	343	Bryum angustirete	Bryum algovicum Sendtn. ex Müll. Hal.														Kindb.	Synonyme		2014-12-03					
1512	1512	343	Ptychostomum pendulum	Bryum algovicum Sendtn. ex Müll. Hal.														Hornsch.	Synonyme		2014-12-03					
1513	1513	345	Bryum stenotrichum var. biddlecomiae	Bryum archangelicum Bruch & Schimp.														(Austin) E. Lawton	Synonyme		2014-12-02					
1514	1514	345	Bryum amblyodon	Bryum archangelicum Bruch & Schimp.														Müll. Hal.	Synonyme		2014-12-03					
1515	1515	345	Bryum inclinatum	Bryum archangelicum Bruch & Schimp.														(Hedw.) Dicks. ex With.	Synonyme		2014-12-03					
1516	1516	345	Bryum biddlecomiae	Bryum archangelicum Bruch & Schimp.														Austin	Synonyme		2014-12-03					
1517	1517	345	Bryum stenotrichum	Bryum archangelicum Bruch & Schimp.														Müll. Hal.	Synonyme		2014-12-03					
1518	1518	345	Ptychostomum inclinatum	Bryum archangelicum Bruch & Schimp.														(Sw. ex Brid.) J.R. Spence	Synonyme		2014-12-03					
1519	1519	345	Ptychostomum archangelicum	Bryum archangelicum Bruch & Schimp.														(Bruch & Schimp.) J.R. Spence	Synonyme		2014-12-03					
1520	1520	349	Bryum purpurascens	Bryum arcticum (R. Br.) Bruch & Schimp.														(R. Br.) Bruch & Schimp.	Synonyme		2014-12-03					
1521	1521	349	Ptychostomum arcticum	Bryum arcticum (R. Br.) Bruch & Schimp.														(R. Br.) J.R. Spence	Synonyme		2014-12-03					
1522	1522	351	Bryum lanatum	Bryum argenteum Hedw.														(P. Beauv.) Brid.	Synonyme		2014-12-03					
1523	1523	352	Bryum pseudotriquetrum subsp. bimum	Bryum bimum (Schreb.) Turner														(Schreb.) Hartm.	Synonyme		2014-12-02					
1524	1524	352	Ptychostomum bimum	Bryum bimum (Schreb.) Turner														(Schreb.) J.R. Spence	Synonyme		2014-12-03					
1525	1525	355	Gemmabryum caespiticium	Bryum caespiticium Hedw.														(Hedw.) J.R. Spence	Synonyme		2014-12-03					
1526	1526	357	Ptychostomum calophyllum	Bryum calophyllum R. Br.														(R. Br.) J.R. Spence	Synonyme		2014-12-03					
1527	1527	358	Rosulabryum capillare	Bryum capillare Hedw.														(Hedw.) J.R. Spence	Synonyme		2014-12-03					
